1,0.000116758483418324
2,0.000116788021108016
3,0.000116837285513954
4,0.000116906329118573
5,0.000116995225593303
6,0.000117104069995759
7,0.000117232979024966
8,0.000117382091335882
9,0.00011755156791483
10,0.000117741592517732
11,0.000117952372173389
12,0.000118184137754417
13,0.000118437144618786
14,0.00011871167332536
15,0.000119008030427212
16,0.000119326549346998
17,0.000119667591339139
18,0.000120031546544108
19,0.000120418835140737
20,0.000120829908603053
21,0.000121265251068899
22,0.000121725380828361
23,0.000122210851940844
24,0.000122722255990626
25,0.000123260223991726
26,0.000123825428454073
27,0.000124418585624253
28,0.000125040457915517
29,0.000125691856543323
30,0.000126373644384439
31,0.000127086739079604
32,0.00012783211640196
33,0.000128610813915938
34,0.000129423934954047
35,0.00013027265294217
36,0.000131158216107477
37,0.000132081952607058
38,0.000133045276119888
39,0.000134049691949836
40,0.000135096803693257
41,0.000136188320531269
42,0.000137326065214394
43,0.000138511982815788
44,0.00013974815033917
45,0.000141036787278823
46,0.000142380267242021
47,0.000143781130759185
48,0.000145242099424339
49,0.000146766091528402
50,0.000148356239371027
51,0.000150015908463678
52,0.000151748718868059
53,0.000153558568950757
54,0.000155449661878096
55,0.000157426535225854
56,0.000159494094138296
57,0.000161657648541693
58,0.000163922955001442
59,0.000166296263911868
60,0.000168784372827251
61,0.000171394686885895
62,0.00017413528745151
63,0.000177015010304649
64,0.00018004353496987
65,0.000183231487072578
66,0.000186590555996847
67,0.000190133630579659
68,0.000193874956150566
69,0.000197830316938333
70,0.000202017248756062
71,0.000206455287994045
72,0.000211166264361958
73,0.000216174646617752
74,0.000221507952819024
75,0.000227197239595074
76,0.000233277688784568
77,0.000239789314817982
78,0.000246777822867632
79,0.000254295656633978
80,0.000262403286526803
81,0.000271170805144456
82,0.000280679919114856
83,0.000291026457137055
84,0.000302323557340566
85,0.000314705758772508
86,0.000328334311067677
87,0.000343404147539723
88,0.000360153163156444
89,0.000378874738049127
90,0.00039993491309994
91,0.000423796366774652
92,0.00045105255725874
93,0.000482477440192848
94,0.000519099734002912
95,0.000562317140874955
96,0.00061407807310726
97,0.000677182516065117
98,0.000755804326443536
99,0.000856451689940052
100,0.000989864280631752
101,0.00117511977312931
102,0.00144967438098849
103,0.00189851507749385
104,0.00276458490378089
105,0.0051342563092661
106,0.0386511178721723
107,0.00689717070003559
108,0.00314643261203673
109,0.00202988159084578
110,0.00149374696348307
111,0.00117884699562594
112,0.000971685355783459
113,0.000825061932448589
114,0.000715834277698994
115,0.000631322376510392
116,0.000563996597873211
117,0.000509103771505501
118,0.0004634954709749
119,0.000425003494294363
120,0.000392085936796495
121,0.000363616285747517
122,0.000338752363885301
123,0.000316851945953289
124,0.000297416742871497
125,0.000280054217931841
126,0.000264450945959631
127,0.000250353639701849
128,0.000237555386878655
129,0.000225885501482191
130,0.000215201928440844
131,0.000205385482328321
132,0.000196335423429289
133,0.000187966022474327
134,0.000180203865526271
135,0.000172985719418286
136,0.000166256826281451
137,0.000159969529792694
138,0.00015408216023253
139,0.000148558123199224
140,0.000143365149861581
141,0.00013847467630157
142,0.000133861326739399
143,0.000129502480906444
144,0.000125377910002772
145,0.000121469468880965
146,0.000117760834579076
147,0.000114237283259938
148,0.000110885499132502
149,0.000107693410130315
150,0.000104650046075547
151,0.00010174541581893
152,9.89704004583902e-05
153,9.63166602338795e-05
154,9.37765530976122e-05
155,9.13430632865924e-05
156,8.90097384928288e-05
157,8.67706344476239e-05
158,8.46202659189541e-05
159,8.25535632724864e-05
160,8.05658338729737e-05
161,7.86527277082682e-05
162,7.68102067066814e-05
163,7.50345172929047e-05
164,7.33221657905957e-05
165,7.16698963330139e-05
166,7.00746709883521e-05
167,6.85336518449778e-05
168,6.70441848347571e-05
169,6.56037851008705e-05
170,6.42101237407841e-05
171,6.28610157759334e-05
172,6.15544092177097e-05
173,6.02883751149461e-05
174,5.90610984816371e-05
175,5.78708700153934e-05
176,5.67160785273821e-05
177,5.55952040134543e-05
178,5.45068113039876e-05
179,5.34495442368306e-05
180,5.24221203037657e-05
181,5.14233257261999e-05
182,5.04520109204708e-05
183,4.95070863172747e-05
184,4.85875185033726e-05
185,4.7692326656962e-05
186,4.68205792509672e-05
187,4.59713910010493e-05
188,4.51439200374054e-05
189,4.4337365281447e-05
190,4.35509640102507e-05
191,4.278398959329e-05
192,4.20357493873986e-05
193,4.13055827772092e-05
194,4.05928593494765e-05
195,3.98969771907328e-05
196,3.92173612986685e-05
197,3.85534620984715e-05
198,3.7904754056126e-05
199,3.72707343813609e-05
200,3.6650921813557e-05
201,3.60448554844926e-05
202,3.54520938523127e-05
203,3.48722137015733e-05
204,3.4304809204634e-05
205,3.37494910400519e-05
206,3.32058855639817e-05
207,3.26736340308993e-05
208,3.2152391860261e-05
209,3.16418279459695e-05
210,3.11416240057596e-05
211,3.06514739678402e-05
212,3.01710833923255e-05
213,2.97001689251771e-05
214,2.92384577825455e-05
215,2.87856872635557e-05
216,2.83416042897228e-05
217,2.79059649693171e-05
218,2.74785341851142e-05
219,2.70590852040811e-05
220,2.66473993076475e-05
221,2.62432654413083e-05
222,2.5846479882387e-05
223,2.54568459248731e-05
224,2.50741735803182e-05
225,2.46982792938441e-05
226,2.43289856743802e-05
227,2.39661212383052e-05
228,2.36095201657225e-05
